Number of hits: 3214
StringRef: 103749, Sound: BRAZIE, Text: 
StringRef: 121155, Sound: AARIN509, Text: Как хорошо, что ты разделяешь мое мнение, <CHARNAME>. Но если мы хотим спасти Невервинтер, нельзя позволить нашим чувствам отвлекать нас от нашей цели. Мы должны сконцентрироваться на первостепенных задачах.
StringRef: 121156, Sound: AARIN568, Text: Мои инстинкты говорят мне, что она - ключ к спасению Невервинтера, а я привык доверять своим инстинктам.
StringRef: 121157, Sound: AARIN496, Text: Тебе нужно еще что-нибудь, <CHARNAME>? Если нет, я займусь дальше своими отчетами.
StringRef: 121158, Sound: AARIN499, Text: Теперь я больше, чем просто глава разведки, <CHARNAME>. Я отвечаю за координацию всей системы обороны Невервинтера. Я не стану рисковать таким ценным потенциальным союзником, как Хэдралин.
StringRef: 121159, Sound: AARIN501, Text: Если бы мы располагали достаточным количеством людей, с вами отправили бы целый отряд. Но нам понадобится помощь каждого живого солдата на поле боя, чтобы помешать силам Лускана проникнуть в Сердце города.
StringRef: 121160, Sound: AARIN521, Text: После предательства Арибет он стал чрезмерно осторожен, и я боюсь, что теперь Хэдралин больше не доверяет нам. Она рассказала о Камне-Источнике под замком, но ничего больше.
StringRef: 121161, Sound: AARIN528, Text: Но, к несчастью, Мастеру Форду больше ничего не удалось узнать ни о Словах Власти, ни о Камне Источнике.
StringRef: 121163, Sound: AARIN532, Text: Когда мы нашли Камень, лорд Нашер приказал Мастеру Форду, ведущему археологу Невервинтера, тщательно изучить его.
StringRef: 121164, Sound: AARIN535, Text: Враги превосходят нас числом, а Арибет знает наизусть каждую пядь земли в этом городе. И сейчас все ее знания используются против нас.
StringRef: 121166, Sound: AARIN541, Text: Смерть Маугрима почти никак не повлияла на боеспособность наших врагов. Похоже, вовсе не он был истинным их вдохновителем.
StringRef: 121167, Sound: AARIN556, Text: Пока эта война продолжается, лорд Нашер позаботится о том, чтобы она жила, чтобы она могла и дальше снабжать нас информацией о силах Лускана.
StringRef: 121168, Sound: AARIN559, Text: Ее предательство ошеломило нас всех, и особенно лорда Нашера. Он никогда в этом не признается, но мне кажется, что дело усугубляется еще и его чувством вины за казнь Фентика.
StringRef: 121169, Sound: AARIN564, Text: Теперь это другой человек. Все еще очень хороший человек, но груз постоянной ответственности тяжек ему. Он становился все более мрачным и серьезным.
StringRef: 121170, Sound: AARIN500, Text: Я доверяю вам, <CHARNAME>, и мне кажется, что какой бы информацией Хэдралин с вами не поделилась, я вам ничем помочь не смогу.
StringRef: 121171, Sound: AARIN502, Text: Боюсь, вам придется в одиночку проверять информацию Хэдралин. Могу ли я чем-нибудь еще помочь, <CHARNAME>?
StringRef: 121172, Sound: AARIN522, Text: Может быть вы попробуете поговорить с ней. Она доверяет вам. А я чувствую, что есть что-то очень важное, что она не говорит нам о Словах Власти и Камне-Источнике.
StringRef: 121175, Sound: AARIN529, Text: С тех пор, как мы откопали Камень под замком, Мастер Форд проводит все свое время, изучая его.
StringRef: 121176, Sound: AARIN533, Text: Но до сих пор Камень-Источник не открыл ни одного из своих секретов. Если вы хотите что-нибудь еще узнать об этом, поговорите с Мастером Фордом.
StringRef: 121177, Sound: AARIN536, Text: Я сомневаюсь, что это нам чем-то поможет. Арибет уже наверняка поделилась этими знаниями со своими полководцами.
StringRef: 121178, Sound: AARIN542, Text: Вы ведь наверняка это чувствуете, <CHARNAME>. Над Невервинтером нависла тень, проклятие, которое снижает наш боевой дух и вдохновляет наших врагов.
StringRef: 121179, Sound: AARIN557, Text: А после этого... что ж, в законе сказано довольно четко. Но закон требовал и смерти Фентика, а что получилось в результате, ясно нам всем.
StringRef: 121182, Sound: AARIN560, Text: Где-то внутри, любовь моя, я даже понимаю, почему Арибет так поступила. Если бы тебя постигла судьба Фентика, возможно, я сделал бы то же самое.
StringRef: 121183, Sound: AARIN561, Text: Я не оправдываю действий Арибет, но вполне вероятно, что она решила отвернуться от города после того, как увидела ликующие толпы на казни своего возлюбленного.
StringRef: 121184, Sound: AARIN565, Text: А теперь, в черный для Невервинтера час, боюсь, что он совершенно впал в отчаяние. Предательство Арибет, чувство вины из-за казни Фентика, бойня среди  его народа... сейчас ноша Лорда Нашера слишком велика.
StringRef: 121185, Sound: AARIN523, Text: Она заперта в подземелье замка. Просто идите на юго-запад и спуститесь по лестнице.
StringRef: 121186, Sound: AARIN524, Text: Боюсь, лорд Нашер никогда на это не согласится. По крайней мере, пока нас осаждает вражеская армия.
StringRef: 121187, Sound: AARIN537, Text: Если Маугрима убьют, это может сломить дух врага, хотя, честно говоря, и на это непохоже.
StringRef: 121188, Sound: AARIN543, Text: Возможно, народ Невервинтера в какой-то степени понимает, что он заслужил эти страдания. По крайней мере, лорд Нашер точно чувствует свою вину. За то, что случилось с Фентиком.
StringRef: 121191, Sound: AARIN548, Text: Нельзя позволять эмоциям овладеть вами, <CHARNAME>. Арибет обладает информацией о противнике, которая нам просто необходима.
StringRef: 121192, Sound: AARIN551, Text: Я не могу не согласиться с тобой, <CHARNAME>... Но все не так просто. На преступления Арибет не получится просто закрыть глаза. Слава богам, что не мы должны решать ее судьбу.
StringRef: 121193, Sound: AARIN562, Text: Но теперь не время обсуждать, насколько оправданы были действия Арибет. Мы должны сконцентрироваться на том, как нам найти способ спасти город.
StringRef: 121194, Sound: AARIN566, Text: Как говорится, это тяжкое бремя власти. Мы ничем не можем ему помочь, разве что постараться спасти город. Что-нибудь еще, <CHARNAME>?
StringRef: 121195, Sound: AARIN525, Text: В любом случае, я сомневаюсь, что это помогло бы. Она попросту не доверяет нам. Возможно из-за того, что произошло с Арибет, Хэдралин считает, что все в Невервинтере продажные твари.
StringRef: 121196, Sound: AARIN538, Text: Обычно армия Лускана составлена из трусов и налетчиков. Они наносят удар и обращаются в бегство. Но на этот раз все совсем по-другому. Какая-то непонятная сила гонит наших врагов вперед.
StringRef: 121197, Sound: AARIN539, Text: И, кажется, какая-то отрава разлита в воздухе, словно черное облако висит над защитниками, вгоняя их в отчаяние.
StringRef: 121199, Sound: AARIN540, Text: Подкрепление от Союза Лордов уже движется к нам, но я не уверен, что мы сумеем продержаться до их прихода.
StringRef: 121200, Sound: AARIN544, Text: Одно дело - говорить, что закон всегда прав, <CHARNAME>. Но для всякого правила есть исключения.
StringRef: 121201, Sound: AARIN547, Text: Такая надежда есть. Мне кажется, лорд Нашер хорошо подумает, прежде чем решится казнить Арибет. Возможно, он даже оставит ее в живых, если Невервинтеру удастся пережить это вторжение.
StringRef: 121203, Sound: AARIN552, Text: Лорда Нашера до сих пор волнует казнь Фентика. Также, как и Арибет. Возможно, получи он второй шанс, он поступил бы по-другому.
StringRef: 121204, Sound: AARIN545, Text: Казнь Фентика была оправдана законом, но даже когда лорд Нашер читал приговор, он понимал, что в этом случае справедливости не удалось восторжествовать.
StringRef: 121205, Sound: AARIN546, Text: Казнь Фентика породила злобу и желание мстить. Все очень просто, по этим же причинам и Арибет предала нас. Лорд Нашер прекрасно понимает, что мы пожинаем плоды своих же трудов.
StringRef: 121206, Sound: AARIN553, Text: А теперь, после предательства Арибет, ему придется не только признать ее преступление, но и лицом к лицу встретиться с демонами своих же ошибок. Но он хороший человек, и я верю, что он, в конце концов, примет верное и мудрое решение.
StringRef: 121207, Sound: AARIN488, Text: Мне необходимо полностью сконцентрироваться на организации наших войск, чтобы мы могли отразить следующий штурм со стороны Лускана, <CHARNAME>. Если враг сможет прорваться в Сердце города, все потеряно.
StringRef: 121208, Sound: AARIN489, Text: Боюсь, я смогу уделить вам всего пару минут, хотя постараюсь помочь, чем только смогу.
StringRef: 121209, Sound: AARIN487, Text: Ах, любовь моя. Приятно снова видеть тебя. Жаль только, что встречаться приходится при таких обстоятельствах.
StringRef: 121212, Sound: LIZARD51, Text: Разрушьте их города! **шипит** Смерть теплокровным!
StringRef: 121213, Sound: LIZARD52, Text: Смерть предателям! **шипит** Смерть рабам Слов!
StringRef: 121214, Sound: LIZARD53, Text: Да здравствует Мораг! **шипит** Веди нас к мести!
StringRef: 121215, Sound: ARCHEL05, Text:  Приветствую, я Мастер Форд, главный археолог Невервинтера. Лорд Нашер упоминал, что кое-кто может прийти, чтобы осмотреть Камень-Источник. <CHARNAME>, не так ли?
StringRef: 121237, Sound: ARCHEL05, Text:  Снова здесь, <CHARNAME>? Могу ли я чем-нибудь помочь тебе?
StringRef: 121238, Sound: ARIBE533, Text: <CHARNAME>! Меня вовсе не удивляет, что ты здесь. Ты теперь словно заноза для Маугрима. И хотя он ни за что не признается, мне кажется, твои достижения его впечатляют.
StringRef: 121239, Sound: ARIBE534, Text: Я, с другой стороны, с большей охотой признаю мое к тебе уважение. Тебе удалось расстроить практически все наши планы, <CHARNAME>. Но все же в конце концов волю Мораг отрицать нельзя.
StringRef: 121244, Sound: ARIBE535, Text: Вы уже проиграли, <CHARNAME>. Мои войска контролируют город. Скоро даже сам замок Невер падет. Улицы зальют реки крови детей Невервинтера.
StringRef: 121245, Sound: ARIBE536, Text: Я как раз собиралась предложить тебе то же самое. Хотя мне кажется,  Маугрим предпочел бы принести тебя в жертву его новой королеве.
StringRef: 121246, Sound: ARIBE491, Text: Так тому и быть. И да прольется кровь!
StringRef: 121247, Sound: ARIBE537, Text: Мораг - ненасытная госпожа. Сколько бы ни было смертей, ее голод не утолить никогда.
StringRef: 121249, Sound: ARIBE538, Text: Ты смеешь называть этих людей невинными? Жители Невервинтера требовали смерти Фентика, и лорд Нашер им это устроил!
StringRef: 121250, Sound: ARIBE539, Text: Его кровь на их руках, <CHARNAME>. Здесь мы все виновны, и все мы заслуживаем смерти.
StringRef: 121252, Sound: ARIBE540, Text: Справедливость? Ее не существует. Я пришла сюда ради мести. Но не я несу ответственность за падение Невервинтера.
StringRef: 121253, Sound: ARIBE541, Text: То, что я возглавляю войска, лишь ускоряет неизбежный конец, <CHARNAME>. Невервинтер был обречен, как только Маугрим выпустил Воющую Смерть.
StringRef: 121254, Sound: ARIBE542, Text: Разве ты этого не чувствуешь? Над городом висит злая туча, тень Мораг. Королева Старейших пробудилась, и никто не переживет ее пришествия.
StringRef: 121256, Sound: ARIBE543, Text: Я не слепая идиотка, как Маугрим. Я прекрасно знаю, что Мораг предаст меня. Более того, именно на это я и рассчитываю. Я заслуживаю смерти за то, что я сделала.
StringRef: 121257, Sound: ARIBE544, Text: Но когда я умру, я буду удовлетворена, зная, что Невервинтер поплатился за то, что случилось с Фентиком!
StringRef: 121258, Sound: ARIBE545, Text: Нам больше нечего сказать, <CHARNAME>. Слишком поздно вообще что-то говорить. Мы должны разрешить наш спор в бою.
StringRef: 121259, Sound: ARIBE546, Text: Тебе многого удалось достичь с нашей первой встречи, <CHARNAME>. У меня больше нет сил противостоять тебе.
StringRef: 121260, Sound: ARIBE547, Text: Если бы Мораг предвидела, насколько вырастет твоя сила, возможно, она выбрала бы тебя в качестве своего героя вместо того, чтобы обращать свой немигающий взгляд в мою сторону.
StringRef: 121265, Sound: ARIBE548, Text: На... наверное, это правда. У тебя есть сила твоих убеждений. Я же потеряла ее давным-давно.
StringRef: 121266, Sound: ARIBE549, Text: Скажи мне, <CHARNAME>, как ты можешь бороться дальше, зная, что город, за который ты сражаешься, обречен пасть, когда вернутся Древние?
StringRef: 121270, Sound: ARIBE591, Text: Честь? Я давно поняла, что такой вещи не существует. Честь - это сказки. Смерть, месть и отчаяние - вот реальные вещи.
StringRef: 121271, Sound: ARIBE593, Text: Оставить меня в живых? Ты не сделаешь этого, <CHARNAME>. Ты служишь Невервинтеру, у тебя нет выбора, как только убить меня. В любом случае, для меня смерть будет в радость. Я так устала от этой жизни.
StringRef: 121272, Sound: ARIBE550, Text: Я видела будущее в своих снах. Невервинтер исчезнет во всепожирающем пламени, когда возродятся Древние. Это неизбежно.
StringRef: 121275, Sound: ARIBE552, Text: Я в руках твоего сострадания, <CHARNAME>. Задавай свои вопросы, и я отвечу на них.
StringRef: 121280, Sound: ARIBE545, Text: Давай же, <CHARNAME>, сверши судьбу, которую я сама навлекла на себя.
StringRef: 121281, Sound: ARIBE551, Text: Надежда? Вся надежда в моем сердце ушла вместе с Фентиком. У меня отняли его, свет моей жизни, и я осталась совсем одна в кромешной тьме.
StringRef: 121283, Sound: ARIBE553, Text: У Маугрима в его комнате хранится Слово Власти. Дверь можно открыть ьолько ключом. Мы знали, что ты придешь, <CHARNAME>. Именно поэтому я здесь вместо того, чтобы возглавлять армию Лускана. Я должна была защитить Маугрима от тебя. Но это, как и все остальное, мне не удалось.
StringRef: 121284, Sound: ARIBE555, Text: Что же я могу рассказать тебе о королеве Древних, чего ты еще не знаешь? Она древняя и жестокая, могущественная и хитрая.
StringRef: 121285, Sound: ARIBE558, Text: Неужели казнь моего возлюбленного - недостаточная причина для того, чтобы стать, кем я стала? Говорят, я предала Невервинтер, но Невервинтер первым предал Фентика!
StringRef: 121286, Sound: ARIBE590, Text: Я знаю, <CHARNAME>. И все же я хочу поговорить с тобой прежде, чем ты отнимешь у меня жизнь. Возможно, ты поймешь, почему я сделала то, что сделала.
StringRef: 121287, Sound: ARIBE556, Text: Даже сейчас ее тень опустилась на город, подпитывая боевой дух лусканской армии и повергая защитников Невервинтера в полное отчаяние.
StringRef: 121288, Sound: ARIBE559, Text: После смерти Фентика я потеряла больше, чем возлюбленного! Он был преданным слугой Тира и Невервинтера, и я видела, как они отплатили ему за его преданность.
StringRef: 121289, Sound: ARIBE557, Text: Мир, каким мы его знаем, погибнет в пламени возвращения Мораг, и останется только горький пепел печали и смерти.
StringRef: 121290, Sound: ARIBE560, Text: Как можно было продолжать верить в бога, который допустил такое зверство? Как можно было продолжать служить городу, настолько безжалостному? Когда Фентика казнили, я потеряла возлюбленного, веру, преданность... Все, во что я верила, рухнуло!
StringRef: 121294, Sound: ARIBE561, Text: Я... я просто рассказываю тебе, что произошло, <CHARNAME>. Как... как случилось так, что я нарушила свои клятвы и предала все, во что я верила.
StringRef: 121297, Sound: ARIBE587, Text: Возможно... возможно, это правда. Возможно, если бы я действовала по-другому... но теперь уже слишком поздно, <CHARNAME>.
StringRef: 121298, Sound: ARIBE588, Text: Смерть Фентика породила цепь событий, которые никто не в силах был остановить. В конце концов Мораг пробудит Древних, и тогда все мы обречены.
StringRef: 121299, Sound: ARIBE562, Text: Оглянись вокруг, <CHARNAME>. Посмотри, сколько разрушения и смерти я принесла в Невервинтер. Этого я никогда не смогу исправить.
StringRef: 121300, Sound: ARIBE563, Text: Слишком долго я находилась во власти Мораг. Королева... захватила меня. Я не смогу встать с тобой против нее, даже если... даже если захочу. Я не могу ничем помочь городу.
StringRef: 121303, Sound: ARIBE589, Text: Я выбрала дорогу ненависти и кровавой мести, а с этой дороги уже не сойдешь. Для меня уже слишком поздно. Для всех нас уже слишком поздно.
StringRef: 121304, Sound: ARIBE564, Text: Я могу дать информацию лорду Нашеру и Аарину Генду, это правда. Но этого будет недостаточно, чтобы изменить исход всей битвы. Сила Мораг принесет войскам Лускана победу.
StringRef: 121305, Sound: ARIBE565, Text: Возможно, мы сможем спасти несколько сотен жизней, хотя город все равно падет. Но что это даст мне? Лорд Нашер все равно велит казнить меня за то, что я сделала.
StringRef: 121308, Sound: ARIBE566, Text: Ты держишь меня за дуру, <CHARNAME>? Я слишком хорошо знаю лорда Нашера, чтобы поверить в такую чушь!
StringRef: 121309, Sound: ARIBE567, Text: Я должна принести себя в жертву ради людей, которые требовали смерти Фентика? Неужели ты действительно считаешь, что я способна на такой самоотверженный шаг, <CHARNAME>?
StringRef: 121310, Sound: ARIBE568, Text: Когда-то я бы с радостью отдала жизнь за этот город. Но я изменилась. Я больше не та Арибет, которую все знали. Теперь я иду по иной дороге.
StringRef: 121314, Sound: ARIBE569, Text: Ты... ты до сих пор хранишь мое кольцо? Несмотря на мое предательство? Несмотря на все несчастья и смерть, что я принесла тебе и городу? Но... но зачем?
StringRef: 121316, Sound: ARIBE586, Text: Где-то... где-то внутри мне все еще больно, когда я вижу, как рушится Невервинтер. Возможно... возможно, ты говоришь правду, <CHARNAME>.
StringRef: 121317, Sound: ARIBE585, Text: Ты попусту тратишь время, <CHARNAME>. Меня спасти уже не в твоих силах.
StringRef: 121318, Sound: ARIBE573, Text: Твои слова... мудры, <CHARNAME>. Возможно... возможно, мне действительно стоит оставить свою ненависть.
StringRef: 121319, Sound: ARIBE570, Text: Я... я не та, что была когда-то, <CHARNAME>. Я... я не могу... Это невозможно... Я не могу вернуться. Только не после того, что я сделала.
StringRef: 121322, Sound: ARIBE574, Text: Если я... если я сдамся на милость лорда Нашера... Мы еще сможем спасти множество жизней. По крайней мере... по крайней мере, моя собственная смерть не будет бессмысленной.
StringRef: 121323, Sound: ARIBE575, Text: Но тебе... тебе придется поверить мне на слово, <CHARNAME>. Маугрим ждет тебя за этой дверью. Тебе нужно немедленно сразиться с ним, время не ждет.
StringRef: 121324, Sound: ARIBE576, Text: Но я не смею сопровождать тебя из страха, что снова смогу попасть под влияние магии Мораг. Ты поверишь мне настолько, чтобы отпустить меня, если я поклянусь сдаться лорду Нашеру? Сможешь ли ты настолько рискнуть?
StringRef: 121326, Sound: ARIBE577, Text: Тогда... я оставлю Маугрима тебе, а сама... сама сдамся лорду Нашеру и расскажу ему, что мне известно о передвижениях войск Лускана.
StringRef: 121327, Sound: ARIBE578, Text: Если нам повезет, моя информация поможет спасти жизни некоторых жителей Невервинтера. А я... я подчинюсь воле лорда Нашера, каковы бы ни были последствия.
StringRef: 121328, Sound: ARIBE579, Text: Я благодарна тебе за это, <CHARNAME>, за этот шанс... сделать то, что велит мне совесть. Я хотела сказать тебе это, на случай если... если лорд Нашер казнит меня до того, как ты вернешься.
StringRef: 121334, Sound: ARIBE580, Text: Леди Арибет? Как давно меня так не называли. Благодарю тебя, <CHARNAME>.
StringRef: 121335, Sound: ARIBE581, Text: Твои слова очень добры, <CHARNAME>, но я готова ко всему.
StringRef: 121336, Sound: ARIBE582, Text: Если я сбегу, это будет значить, что я не усвоила свой урок. Я готова принять последствия своего поступка, какими бы они ни были.
StringRef: 121337, Sound: ARIBE583, Text: Нет! Я... я не смею. Я слишком долго служу Мораг. Я... я в ее власти. Боюсь, если я еще раз встречусь с ней или Маугримом, я снова попаду под ее влияние.
StringRef: 121338, Sound: ARIBE584, Text: Мне... мне пора отправляться к лорду Нашеру, пока я все еще полна решимости. Тебе придется сразиться с Маугримом без меня. Прощай, <CHARNAME>, и удачи тебе. Возьми этот оберег, он снимет магическую защиту с лестницы и двери чтобы пройти туда, где прячется Маугрим.
StringRef: 121339, Sound: ARIBE493, Text: Приятно видеть тебя снова, <CHARNAME>. Когда я сдалась на милость лорда Нашера, я была уверена, что меня тут же казнят.
StringRef: 121340, Sound: ARIBE494, Text: Но кажется, лорд Нашер решил оставить меня в живых... по крайней мере, пока. Я рада, и в основном потому, что это позволяет мне видеться с тобой снова.
StringRef: 121343, Sound: ARIBE496, Text: Я обрела покой, <CHARNAME>, впервые с тех пор, как погиб Фентик. И за это нужно благодарить тебя. Тебе удалось спасти меня.
StringRef: 121346, Sound: ARIBE520, Text: Большую часть информации я уже сообщила Аарину Генду и лорду Нашеру: планы сражений Лускана и месторасположение их войск. Но я постараюсь помочь тебе, чем только смогу.
StringRef: 121350, Sound: ARIBE517, Text: На... наверное, не стоит удивляться твоему гневу. Я не пытаюсь оправдать свои действия, хотя мне казалось, что уж кто-кто, а ты не будешь так жестоко судить меня.
StringRef: 121351, Sound: ARIBE519, Text: Я понимаю. Тебе еще многое предстоит сделать. Желаю тебе удачи, <CHARNAME>.
StringRef: 121352, Sound: ARIBE505, Text: Если судьба будет благосклонна, мы сможем продолжить этот разговор после того, как Мораг будет убита.
StringRef: 121353, Sound: ARIBE521, Text: Древние - это древняя злобная раса, дальние родственники человекоящеров нашего времени. Мораг была их королевой в эпоху расцвета их империи.
StringRef: 121354, Sound: ARIBE524, Text: Камень-Источник - огромный драгоценный камень, расположенный в заброшенных залах в подземелье замка Невер. Внутри этого драгоценного камня находится целый мир. Мир, в котором Мораг и ее народ ждут своего пробуждения.
StringRef: 121355, Sound: ARIBE526, Text: Как тебе известно, всего существует четыре Слова Власти. Сначала Маугрим считал, что нам потребуются все четыре Слова, чтобы пробудить Мораг.
StringRef: 121356, Sound: ARIBE518, Text: Надеюсь... надеюсь, когда-нибудь ты забудешь о своей ненависти, как и я забыла о своей. Возможно, тогда мы сможем поговорить с тобой, как говорили когда-то.
StringRef: 121357, Sound: ARIBE522, Text: Но мир изменился и Север превратился в ледяную пустыню, а Мораг при помощи магии поместила свой народ в спячку внутри Камня-Источника, чтобы пробудить их позже.
StringRef: 121358, Sound: ARIBE525, Text: Я знаю, что Слова Власти каким-то образом связаны с пробуждением Мораг и ее народа, но больше мне ничего не известно.
StringRef: 121359, Sound: ARIBE527, Text: Однако, сила Мораг росла, и она послала Маугриму видение ритуала, который позволил бы пробудить ее при помощи всего только одного Слова.
StringRef: 121360, Sound: ARIBE523, Text: Больше я ничего не могу сказать. Когда я служила Мораг, меня мало заботили причины ее нападения на Невервинтер. Меня волновала только моя месть. Но я наконец освободилась от этой тяжкой ноши.
StringRef: 121361, Sound: ARIBE528, Text: Однако, этот ритуал был всего лишь частично успешным. Мораг пробудилась, но она все еще заперта внутри Камня-Источника.
StringRef: 121362, Sound: ARIBE529, Text: Со временем сила Мораг будет расти до тех пор, пока она не сможет высвободиться сама и освободить свой народ из Камня-Источника. А пока она заперта внутри. Жаль, что я не могу сказать тебе больше, но это все, что я знаю.
StringRef: 121363, Sound: ARIBE497, Text: Я больше не боюсь того, что меня ожидает, <CHARNAME>. Когда Фентика... когда Фентика казнили, я думала, что потеряла все. Но теперь я понимаю, что это не так.
StringRef: 121364, Sound: ARIBE498, Text: У меня есть ты, <CHARNAME>. Именно твою поддержку я ощущала в самые темные моменты, когда мне было хуже всего. Просто я была слепа и не увидела этого сразу.
StringRef: 121365, Sound: ARIBE499, Text: Но тебе и в голову не приходило отвернуться от меня. Теперь я снова обрела себя, <CHARNAME>. И я наконец понимаю... каким дорогим для меня существом ты являешься.
StringRef: 121368, Sound: ARIBE500, Text: Говорят, что лучше любить и потерять любовь, чем не любить вообще. Я никогда в это не верила, <CHARNAME>... до этих пор.
StringRef: 121369, Sound: ARIBE507, Text: Я понимаю, <CHARNAME>. У тебя есть все права так говорить. Я всего лишь хотела сказать тебе правду, идущую от самого сердца.
StringRef: 121370, Sound: ARIBE501, Text: Я всем сердцем любила Фентика, и память о нем всегда будет со мной. Но это не означает, что я не смогу полюбить другого. Возможно, со временем мы могли бы... если бы все было иначе...
StringRef: 121373, Sound: ARIBE508, Text: Тебе удалось сделать для меня больше, чем ты думаешь. За это я навсегда сохраню чувства к тебе в моем сердце.
StringRef: 121374, Sound: ARIBE509, Text: Но я понимаю, что тебе неудобно об этом говорить, поэтому мы прекратим этот разговор. Могу ли я что-нибудь еще для тебя сделать?
StringRef: 121375, Sound: ARIBE502, Text: Лорд Нашер пока не вынес решения касательно меня. Меня устроит любой приговор, но в его глазах я вижу, что могу надеяться на милость.
StringRef: 121376, Sound: ARIBE503, Text: Если Невервинтеру удастся выжить, возможно, он вынесет мне другой приговор. Мне могут дать шанс хоть как-то постараться искупить свою вину. Для меня все еще есть надежда... и для нас тоже.
StringRef: 121377, Sound: ARIBE504, Text: Прости меня за откровенность, <FirstName>. Мое сердце больше не в силах молчать, но мне не стоило говорить это тебе. Я знаю, что тебе тяжело это слышать. Особенно сейчас, когда нам прежде всего нужно расправиться с Мораг.
StringRef: 121381, Sound: ARIBE505, Text: Если судьба будет благосклонна, мы сможем продолжить этот разговор после того, как Мораг будет убита. Но пока она жива, нам нужно забыть на время о наших чувствах ради более важной цели.
StringRef: 121382, Sound: ARIBE506, Text: Возможно, если бы я усвоила этот урок раньше, этой трагедии можно было бы избежать. Прости меня, но я больше не буду говорить с тобой о своих чувствах. Тебе нужно сконцентрироваться на более важных вещах.
StringRef: 121404, Sound: ASHIR602, Text: По твоему виду я понимаю, что ты не из мира Азалла, но я все равно благодарю тебя за помощь.
StringRef: 121405, Sound: ASHIR603, Text: Если бы не твое вмешательство, боюсь, эти чешуйчатые захватчики уже убили бы меня. Меня зовут Ашира из Сияющего ордена. Я из города Сахаладар.
StringRef: 121407, Sound: ASHIR604, Text: Моя одежда обычна для моего народа, хотя, наверное, она кажется тебе такой же странной, как и мне твоя.
StringRef: 121408, Sound: ASHIR605, Text: Что же касается имени Арибет, оно мне незнакомо. Она была твоей спутницей?
StringRef: 121411, Sound: ASHIR606, Text: Мораг? Мне знакомо это имя. Это королева чешуйчатых захватчиков! Ее лицо преследует меня во сне, ее голос нашептывает обещание огромной силы, соблазняя меня отвернуться от своего народа.
StringRef: 121412, Sound: ASHIR607, Text: Но я член Сияющего ордена и служу Сахаладару, величайшему из плавучих городов Азалла. Я поклялась уничтожить Мораг и спасти свой народ.
StringRef: 121418, Sound: ASHIR623, Text: Я не Арибет, я Ашира. Но в этом необычном месте пересекается множество миров и планов бытия.
StringRef: 121419, Sound: ASHIR608, Text: Все жители островов Азалла знают о Сахаладаре, городе над морем, обласканном волнами. Шпили моего родного города сверкают подобно кораллам в лазурных водах.
StringRef: 121420, Sound: ASHIR615, Text: После долгих поисков волшебникам Сахаладара удалось обнаружить в моем мире портал - ворота, ведущие в этот псевдоплан, в котором пересекаются многие вселенные.
StringRef: 121421, Sound: ASHIR617, Text: Древние ищут способ вернуться в их былой мир, но для этого им требуются рабы и ресурсы из других, более слабых миров.
StringRef: 121422, Sound: ASHIR627, Text: Ашира, страж Сахаладара, - не предательница! На всех островах Азалла верят моему слову, и никто не сомневается в моей чести!
StringRef: 121427, Sound: ASHIR624, Text: Возможно, та, которую ты называешь Арибет, является моей параллелью в твоем мире, или я являюсь ее параллелью, если тебе так проще. Может быть, поэтому нам с тобой и довелось встретиться.
StringRef: 121429, Sound: ASHIR609, Text: В глубинах под нашим плавучим островом находится дивная столица Килмов, водных жителей, с которыми мы мирно соседствуем в нашем мире.
StringRef: 121430, Sound: ASHIR616, Text: Были избраны шестеро для того, чтобы пройти через портал, хотя мы знали, что никогда не вернемся. Мои спутники давно уже пали.
StringRef: 121431, Sound: ASHIR618, Text: Мораг наслала на мой мир чешуйчатых захватчиков. Азалле еще никогда не приходилось бороться с таким сильным врагом. Их первобытная жестокость поражала, как, впрочем, и их внешность.
StringRef: 121437, Sound: ASHIR625, Text: Ты говоришь, что эта Арибет предала свою веру и сдалась злобной силе Мораг. Возможно, мы с тобой встретились именно затем, чтобы я помогла тебе отомстить за ее падение.
